miRNA	transcript	r	p.value	number_of_cell_line	m_mean	t_mean	number_of_sample_without_expression
hsa-mir-6805	RPL28	0.0186	0.868	82	-3.27833767367143	11.2533427209893	204
hsa-mir-6806	ZSCAN22	0.0654	0.299	254	-0.213658311816628	0.197761517651729	27
hsa-mir-6807	TRIM28	-0.213	0.0862	66	-3.62207225437242	7.79174769281225	222
hsa-mir-6808	DVL1	0.327	1.11e-05	173	-1.09202841947543	4.94478113139109	101
hsa-mir-6809	TNS1	-0.599	0.0142	16	-6.72041879125447	3.75181534845171	275
hsa-mir-6810	PNKD	0.0252	0.797	106	-2.14740324081668	4.90958230971697	176
hsa-mir-6811	MLPH	0.309	0.228	17	-6.1677954307867	4.75632008807101	274
hsa-mir-6812	PIGT	-0.179	0.157	64	-2.9965724634946	7.1701125140308	221
hsa-mir-6813	RGS19	-0.314	0.0265	50	-3.84562277507766	2.99779046366151	239
hsa-mir-6814	RIPK4	0.158	0.33	40	-4.06857588495019	2.81606857452742	244
hsa-mir-6815	COL18A1	-0.151	0.0861	130	-2.3080605320555	4.9392214981622	153
hsa-mir-6816	TRMT2A	-0.41	0.211	11	-5.18255159094366	3.93846613374284	278
hsa-mir-6818	MTMR3	-0.211	0.0972	63	-3.43862299463414	2.98472443315712	219
hsa-mir-6819	MYH9	-0.177	0.483	18	-5.8452906778215	7.76064121838195	272
hsa-mir-6820	POLR2F	0.153	0.0437	174	-1.36450477012176	6.608400386407	105
hsa-mir-6821	PIM3	0.0949	0.442	68	-2.87067365950972	5.71691438003706	218
hsa-mir-6822	TTC21A	-0.345	0.161	18	-5.17090880863008	-0.00973718055431312	270
hsa-mir-6823	PFKFB4	-0.0701	0.804	15	-5.980194342837	2.4289972062533	276
hsa-mir-6824	SLC26A6	-0.0595	0.575	91	-3.05404357942428	4.55606399127328	197
hsa-mir-6825	TPRA1	-0.0148	0.929	39	-4.41114617312615	4.5766857026962	250
hsa-mir-6826	COPG1	-0.112	0.533	33	-4.17057540191665	7.09241277410096	250
hsa-mir-6827	AMOTL2	-0.264	0.145	32	-4.85865771829921	3.45578623472798	257
hsa-mir-6829	TNK2	0.809	0.0275	7	-7.26507916250548	2.90407734505922	283
hsa-mir-6830	P4HA2	-0.722	0.0185	10	-6.7425953076557	5.15112367778717	281
hsa-mir-6831	APBB3	0.953	0.0471	4	-7.9701064433975	2.04347014416338	286
hsa-mir-6832	PRRC2A	-0.164	0.325	38	-3.9632416695013	5.72444400226557	245
hsa-mir-6833	RNF5	0.111	0.234	116	-2.29902398425514	6.06312562858181	167
hsa-mir-6834	PFDN6	0.143	0.268	62	-3.83469234053918	6.73904265881769	225
hsa-mir-6835	HMGA1	0.459	0.134	12	-5.88466842776493	8.40383347284567	276
hsa-mir-6836	SNX8	0.149	0.425	31	-4.44678535376046	4.18623464000762	255
hsa-mir-6837	DBNL	0.0491	0.441	249	0.0219458043148359	6.26293191337973	20
hsa-mir-6838	POLM	-0.155	0.346	39	-4.95772252237562	3.52330765460311	252
hsa-mir-6839	ZNF107	-0.174	0.269	42	-4.53041184668015	1.38168525303165	248
hsa-mir-6840	PILRB	-0.266	0.181	27	-4.91577724670681	3.98058744144776	262
hsa-mir-6840	STAG3L5P-PVRIG2P-PILRB	-0.309	0.116	27	-4.91577724670681	3.17370269347088	262
hsa-mir-6842	PTK2B	0.345	3.64e-09	277	1.98735537321298	4.05912979429129	3
hsa-mir-6843	CLU	-0.335	0.0875	27	-5.65617101218638	5.93468691613247	264
hsa-mir-6844	TATDN1	-0.00924	0.939	71	-3.24813683095708	5.13853287144216	216
hsa-mir-6845	NRBP2	-0.331	0.132	22	-4.93595043679509	3.00777107347127	269
hsa-mir-6846	OPLAH	0.212	0.357	21	-5.69670022481304	3.42774770076781	269
hsa-mir-6847	EXOSC4	0.13	0.426	40	-4.43555443825992	5.68162894356603	247
hsa-mir-6848	DGAT1	-0.285	0.251	18	-5.12575770725885	6.42523507019551	270
hsa-mir-6849	CPSF1	-0.23	0.358	18	-5.96028582512088	4.99009900617306	272
hsa-mir-6850	RPL8	0.0299	0.83	54	-3.77192429392978	12.1630467976227	229
hsa-mir-6851	NOL6	-0.0734	0.531	75	-3.19422865330699	3.94291776738577	215
hsa-mir-6852	TLN1	-0.132	0.0664	193	-1.45847398826727	5.38797016372998	94
hsa-mir-6853	CREB3	-0.0815	0.578	49	-3.55807347534111	5.21528147688813	238
hsa-mir-6854	TBC1D2	0.307	1.03e-06	244	-0.142716497595472	3.55356941788571	34
hsa-mir-6855	USP20	-0.043	0.691	88	-3.04933300359151	2.71677632739884	196
hsa-mir-6856	FUBP3	0.301	0.0946	32	-5.11067169839531	4.56445861415215	258
hsa-mir-6857	SMC1A	0.000886	0.997	16	-5.82126998040883	4.6630594625149	275
hsa-mir-6858	FAM50A	-0.0891	0.499	60	-3.72832109603198	5.91910663792125	224
hsa-mir-6860	SYT12	0.614	0.386	4	-7.59958682994588	-1.61673896278883	285
hsa-mir-6861	HECTD4	0.144	0.856	4	-8.74576289010044	2.52628870571531	287
hsa-mir-6862-1	EIF3CL	0.669	0.0488	9	-6.49104496729239	6.21256811005096	279
hsa-mir-6862-2	EIF3C	0.182	0.533	14	-5.93649352799491	7.56854586650781	274
hsa-mir-6864	CAMTA2	-0.486	0.677	3	-8.8757387456674	3.47215924524913	287
hsa-mir-6865	CAMTA2	-0.11	0.721	13	-5.88191150093339	3.47215924524913	278
hsa-mir-6866	CASC3	0.547	0.053	13	-6.3877124986378	4.89733202094207	278
hsa-mir-6867	RAPGEFL1	-0.23	0.258	26	-5.115795683291	4.92930250740159	260
hsa-mir-6868	EXOC7	0.0325	0.731	114	-2.62262861350843	4.74571113792377	175
hsa-mir-6869	AL136531.2	-0.336	0.136	21	-5.26184200113779	-0.461801478965296	267
hsa-mir-6869	FKBP1A	0.0369	0.874	21	-5.26184200113779	7.38406232170627	266
hsa-mir-6870	JAG1	0.114	0.452	46	-4.15897685131989	4.40928743633513	240
hsa-mir-6871	PLCG1	-0.238	0.0563	65	-3.32732662407096	4.426659600875	224
hsa-mir-6872	SEMA3B	-0.346	0.361	9	-7.07313955288693	4.29034116718701	280
hsa-mir-6873	WDR46	0.141	0.502	25	-5.81374252155894	5.10272741867164	265
hsa-mir-6874	RNF216	-0.0864	0.287	154	-2.20615726570591	3.61271179105135	134
hsa-mir-6875	TRIP6	0.167	0.0489	140	-2.08339529854458	5.65851906056335	141
hsa-mir-6876	DOCK5	0.303	0.339	12	-6.78529132818394	2.19982410363742	279
hsa-mir-6877	GTF3C5	0.264	0.000556	168	-1.64126451863314	5.25353787025128	108
hsa-mir-6878	TARS2	-0.0976	0.74	14	-6.20450266743705	4.21408402089323	274
hsa-mir-6879	ARL2	-0.167	0.107	94	-2.51213612161576	6.51268695747327	187
hsa-mir-6879	ARL2-SNX15	-0.0624	0.847	12	-2.51213612161576	-5.10557369964024	275
hsa-mir-6880	NCOR2	0.228	0.364	18	-5.00526079173841	4.83008243528519	269
hsa-mir-6881	SEMA7A	-0.225	0.46	13	-6.22422463366839	2.44822607374346	277
hsa-mir-6882	ULK3	0.0332	0.766	83	-3.24932540590861	4.07732189316905	203
hsa-mir-6883	PER1	-0.00671	0.975	25	-5.59092023567374	2.81735544291449	265
hsa-mir-6884	MED24	0.0784	0.552	60	-3.60361678313509	5.10829617891383	220
hsa-mir-6885	AC011491.2	0.0488	0.809	27	-3.18715475236689	-4.41067422869449	262
hsa-mir-6885	GTF2F1	0.0241	0.836	76	-3.18715475236689	5.71536964921481	209
hsa-mir-6886	LDLR	-0.131	0.403	43	-3.9846009212197	5.12366280480061	248
hsa-mir-6887	AC020907.6	-0.446	0.376	6	-2.18423713661967	-7.60117334635648	285
hsa-mir-6887	FXYD3	0.356	0.00049	92	-2.18423713661967	9.85295273828413	192
hsa-mir-6888	TANC1	-0.0189	0.879	67	-3.8273783024995	2.27263059372894	223
hsa-mir-6889	RANGAP1	-0.0144	0.952	20	-5.24029084780387	5.5280147820403	269
hsa-mir-6890	QARS1	-0.496	0.144	10	-6.42392801468883	7.1983719845046	278
hsa-mir-6891	HLA-B	0.149	0.129	105	-2.0288375231935	10.6977635080242	178
hsa-mir-6892	ZYX	0.118	0.0613	252	1.18258976090235	6.98382199243704	6
hsa-mir-6893	TONSL	0.866	0.334	3	-7.78468173390829	3.18686823448035	286
hsa-mir-6894	KDM5C	-0.0633	0.523	104	-2.69196411333177	5.05303732662921	182
hsa-mir-6895	KDM5C	-0.339	0.00803	60	-3.18366380758638	4.96113204711011	224
hsa-mir-7-1	HNRNPK	0.228	0.000172	268	5.68288551851609	8.29743934857303	0
hsa-mir-7-3	MIR7-3HG	0.134	0.199	93	2.30376097943583	-2.3998015399314	194
hsa-mir-708	TENM4	0.512	5.25e-20	278	5.82322058990847	-1.01892798001534	3
hsa-mir-7106	DDX54	0.116	0.766	9	-7.01972103786389	5.47630864171753	282
hsa-mir-7108	LMNB2	-0.334	0.783	3	-8.42367178202228	5.56273997757366	287
hsa-mir-7109	PISD	0.055	0.761	33	-4.73986433871211	4.18587121863108	256
hsa-mir-7110	PDIA5	0.0285	0.783	96	-2.69957916928304	4.76926680886095	190
hsa-mir-7111	RPL10A	-0.0109	0.948	38	-4.59226964843424	10.7337694773489	249
hsa-mir-7112	BOP1	0.245	0.00596	125	-2.18394823591351	5.79058619137555	159
hsa-mir-7113	NDUFS8	0.0942	0.558	41	-4.08983258612197	7.10426444244014	246
hsa-mir-7114	NSMF	-0.176	0.199	55	-3.20650272846997	5.31027756246418	222
hsa-mir-7151	CTNNA3	-0.207	0.301	27	-4.39806635598278	-4.72025751884155	261
hsa-mir-7152	CDH23	0.308	0.306	13	-5.61732356766858	-4.40433279339149	277
hsa-mir-7156	ST6GALNAC5	0.24	0.00127	178	-1.6114340854824	0.503271294806261	108
hsa-mir-7160	MYOM2	-0.242	0.694	5	-7.2312547361554	-2.81152238186837	285
hsa-mir-7161	TMEM181	-0.0308	0.858	36	-4.60622085062369	4.13784150397745	252
hsa-mir-744	MAP2K4	0.19	0.00139	281	5.34926031208749	3.05727561069446	0
hsa-mir-758	MEG8	0.151	0.904	3	4.30606202827598	-12.382660614975	288
hsa-mir-7641-2	FLVCR2	0.0432	0.638	121	-0.954942110602795	1.2335072860908	164
hsa-mir-765	ARHGEF11	0.0169	0.848	131	-2.46925038911182	3.61148568212507	150
hsa-mir-766	SEPTIN6	0.303	4.18e-07	269	3.43660380475163	3.28984628963398	0
hsa-mir-767	GABRA3	0.836	5.34e-37	137	3.0964895033133	-2.08197966507945	154
hsa-mir-769	CCDC61	0.082	0.563	52	4.90274281125245	-4.42873633816282	237
hsa-mir-770	AL117190.1	0.329	0.671	4	-3.72658029419886	-7.55322901644953	286
hsa-mir-770	MEG3	-0.116	0.403	54	-3.72658029419886	2.16069410443188	233
hsa-mir-7702	AL162414.1	0.142	0.283	59	0.871326246635331	-5.46254047849373	230
hsa-mir-7703	PSME2	0.0385	0.849	27	-5.25119960473281	8.17351247778677	262
hsa-mir-7704	HOXD1	-0.514	0.193	8	-7.4736976437783	-0.028053128522892	283
hsa-mir-7705	PABPC1	-0.00461	0.943	243	0.195006852658752	9.67180684683421	31
hsa-mir-7706	AKAP13	0.156	0.0101	272	1.48351003854159	1.94523447488723	2
hsa-mir-7844	TMCC3	0.227	0.0125	121	-2.20839590209132	2.4921340246635	166
hsa-mir-7845	MYOSLID	-0.258	0.0794	47	-2.78578619786167	-5.38893575574675	244
hsa-mir-7846	TNFRSF1B	0.0167	0.839	150	-1.82355391276181	4.69208272578338	136
hsa-mir-7848	SLA	0.362	0.275	11	-6.74670227725545	2.38354365214266	280
hsa-mir-7851	ZCRB1	-0.351	0.32	10	-6.70647348263418	5.62535563119663	280
hsa-mir-7854	CMIP	0.0414	0.556	204	-1.04870570920339	3.9031865240203	81
hsa-mir-7974	AC008481.3	0.0432	0.786	42	0.594326403837202	-6.55554343830087	248
hsa-mir-7974	ZNF653	0.0265	0.687	235	0.594326403837202	1.56465942253091	46
hsa-mir-7976	TPRA1	-0.123	0.165	129	-2.35187576401227	2.82219396903052	152
hsa-mir-7978	KCNIP4	0.668	0.332	4	-6.77783917636515	-4.52131644174009	286
hsa-mir-8072	SBNO1	0.0868	0.506	61	-2.17787385127433	-0.571695824513214	227
hsa-mir-8085	BCL3	-0.34	0.456	7	-7.8289287896303	5.51558322399842	284
hsa-mir-874	KLHL3	0.611	3.97e-29	271	4.71501007778934	0.261957088862177	0
hsa-mir-877	ABCF1	0.0317	0.607	267	1.53585598175128	5.13530590182982	10
hsa-mir-885	ATP2B2	0.168	0.239	51	-1.68297413162587	-5.96805174130555	235
hsa-mir-887	FBXL7	0.127	0.0363	272	1.32300998407355	0.811034516091447	6
hsa-mir-889	MIR381HG	0.898	0.102	4	4.07606011675011	-9.29080186273777	286
hsa-mir-9-1	MIR9-1HG	0.241	0.00251	155	7.25965944957316	-2.75487458861333	125
hsa-mir-9-2	LINC00461	0.323	1.26e-05	175	7.25890497168274	-5.12200639381971	107
hsa-mir-9-3	MIR9-3HG	0.263	0.000502	172	7.25743514447973	-4.21065864821808	107
hsa-mir-922	RUBCN	0.196	0.709	6	-7.18668345101122	1.56964675714507	284
hsa-mir-92a-1	MIR17HG	0.375	1.07e-10	278	13.7496680641172	-0.515725628896154	2
hsa-mir-92a-2	AC002407.1	0.176	0.389	26	13.6333175942087	-9.83993325234826	263
hsa-mir-92b	THBS3-AS1	0.281	3.57e-05	210	6.54299671915345	-3.75611942769789	73
hsa-mir-93	MCM7	0.292	9.03e-07	274	12.6421789391071	6.86932493402419	0
hsa-mir-933	ATF2	-0.606	0.278	5	-6.82678351947372	3.58149005112465	285
hsa-mir-934	VGLL1	0.67	8.9e-09	58	-2.39626197764433	-1.1761261363955	232
hsa-mir-935	CACNG8	0.595	8.83e-28	276	3.28009810361288	-2.88677115650134	15
hsa-mir-936	COL17A1	-0.185	0.565	12	-5.81470938806145	4.71175553364435	279
hsa-mir-937	SCRIB	0.338	1.84e-08	263	1.84369900971074	4.84171473280923	4
hsa-mir-938	SVIL	-0.337	0.0639	31	-5.33315627988246	3.87431100670962	259
hsa-mir-939	CPSF1	0.198	0.00125	262	0.680595237661356	5.96696651244881	8
hsa-mir-940	AC009065.4	0.144	0.0157	280	2.02014665255744	0.822282613057721	2
hsa-mir-941-1	DNAJC5	0.266	0.61	6	-6.77166743889359	5.05423617965882	285
hsa-mir-942	TTF2	0.327	2.63e-08	277	3.69239780085701	2.59321752473383	0
hsa-mir-943	NELFA	-0.124	0.412	46	-3.97399947963942	4.79452186465394	236
hsa-mir-944	TP63	0.278	0.000255	169	-0.0209575895048167	-1.87694738922939	116
hsa-mir-95	ABLIM2	0.544	7.61e-23	279	3.79866978113561	2.2252727955908	2
hsa-mir-98	HUWE1	-0.144	0.0185	267	5.78006529795685	3.92992086643727	0
hsa-mir-99a	MIR99AHG	0.686	5.05e-38	264	7.37615846154845	-0.083941655595028	12
hsa-mir-99b	SPACA6	-0.336	0.0809	28	13.9673629040252	-6.98010921815187	259
